Country	        Indicator	                        Time	Value
United Kingdom	GDP growth (annual %)	1981	-0.847286499980555
United Kingdom	GDP growth (annual %)	1982	2.0755323287696
United Kingdom	GDP growth (annual %)	1983	4.20223991799928
United Kingdom	GDP growth (annual %)	1984	2.2580580016504
United Kingdom	GDP growth (annual %)	1985	3.54513913919978
United Kingdom	GDP growth (annual %)	1986	3.16047347731134
United Kingdom	GDP growth (annual %)	1987	5.54618554268427
United Kingdom	GDP growth (annual %)	1988	5.93406729787469
United Kingdom	GDP growth (annual %)	1989	2.51793306283371
United Kingdom	GDP growth (annual %)	1990	0.537079782513047
United Kingdom	GDP growth (annual %)	1991	-1.23631875980354
United Kingdom	GDP growth (annual %)	1992	0.446953446342093
United Kingdom	GDP growth (annual %)	1993	2.64559688148331
United Kingdom	GDP growth (annual %)	1994	4.02496314033904
United Kingdom	GDP growth (annual %)	1995	4.91950963913284
United Kingdom	GDP growth (annual %)	1996	2.66781264553228
United Kingdom	GDP growth (annual %)	1997	3.09896056088834
United Kingdom	GDP growth (annual %)	1998	3.37646816739934
United Kingdom	GDP growth (annual %)	1999	3.11274403207263
United Kingdom	GDP growth (annual %)	2000	3.79884463004639
United Kingdom	GDP growth (annual %)	2001	2.75803547041311
United Kingdom	GDP growth (annual %)	2002	2.49391426618671
United Kingdom	GDP growth (annual %)	2003	3.33666457132125
United Kingdom	GDP growth (annual %)	2004	2.48845812089019
United Kingdom	GDP growth (annual %)	2005	2.99635826433185
United Kingdom	GDP growth (annual %)	2006	2.66182255294851
United Kingdom	GDP growth (annual %)	2007	2.58603658251553
United Kingdom	GDP growth (annual %)	2008	-0.466876766010373
United Kingdom	GDP growth (annual %)	2009	-4.19194485998287
United Kingdom	GDP growth (annual %)	2010	1.54017665028898
United Kingdom	GDP growth (annual %)	2011	1.97239856307874
United Kingdom	GDP growth (annual %)	2012	1.17905612305687
United Kingdom	GDP growth (annual %)	2013	2.15990387108103
United Kingdom	GDP growth (annual %)	2014	2.94025323447028
United Kingdom	GDP growth (annual %)	2015	NA
